country,gender,school_type,math_score,reading_score,science_score,education_father,education_mother,education_parents,family_structure,immigration_status
136853,Germany,Female,Middle school,385.0366,389.3748,431.2197,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
136854,Germany,Female,Middle school,380.8303,401.21,440.8243,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Native
136856,Germany,Male,Integrated school,386.98400000000004,322.3637,363.8008,ISCED 2,ISCED 2,ISCED 2,Single father/mother,Native
136857,Germany,Female,Integrated school,290.7073,312.2472,345.4308,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
136860,Germany,Male,Middle school,441.9769,353.3989,455.9306,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
136862,Germany,Female,Middle school,445.2485,419.4791,512.7191,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Native
136863,Germany,Male,Integrated school,406.9248,405.6056,482.69300000000004,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Single father/mother,Native
136865,Germany,Female,Middle school,470.3303,481.5147,501.809,ISCED 2,"ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
136869,Germany,Male,Middle school,512.0813,424.0503,498.5453,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
136873,Germany,Female,Middle school,494.7889,459.2741,503.1145,ISCED 2,"ISCED 3B, C","ISCED 3B, C",Both parents,Native
136874,Germany,Male,Middle school,572.2153,523.5717,605.0354,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
136875,Germany,Female,Main school,497.671,543.3915,489.3137,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
136876,Germany,Female,Main school,243.1921,320.2698,268.1276,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Single father/mother,Native
136878,Germany,Male,Main school,449.5326,412.4221,429.6345,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
136879,Germany,Male,Main school,452.8821,417.5545,415.8336,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
136880,Germany,Female,Middle school,630.7914,635.6109,687.3741,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Single father/mother,Native
136882,Germany,Male,Middle school,519.4033,485.9605,526.9862,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Native
136883,Germany,Female,Middle school,541.5252,521.9451,561.768,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
136884,Germany,Male,Middle school,521.2728,501.9994,521.9508,ISCED 2,ISCED 2,ISCED 2,Both parents,Second-Generation
136886,Germany,Male,Middle school,525.6348,493.17800000000005,568.9482,ISCED 2,"ISCED 3B, C","ISCED 3B, C",Both parents,Native
136887,Germany,Male,Middle school,514.5739,469.0394,493.1369,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
136889,Germany,Male,Middle school,621.9115,555.5693,599.254,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Native
136891,Germany,Female,Middle school,490.4269,548.1574,543.4912,ISCED 5B,ISCED 2,ISCED 5B,Both parents,Second-Generation
136894,Germany,Male,Middle school,418.6867,422.8474,457.6091,ISCED 5B,ISCED 5B,ISCED 5B,Both parents,Second-Generation
136895,Germany,Male,Middle school,503.4351,415.3893,442.969,ISCED 5B,ISCED 2,ISCED 5B,Both parents,Native
136897,Germany,Female,Middle school,434.8107,500.5782,480.7348,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
136900,Germany,Female,Middle school,529.1401,521.2302,580.0448,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",Both parents,Second-Generation
136901,Germany,Female,Middle school,461.4504,506.6944,536.1246,ISCED 5B,ISCED 2,ISCED 5B,Both parents,Native
136904,Germany,Female,Middle school,434.8886,450.7749,452.0142,ISCED 5B,ISCED 2,ISCED 5B,Both parents,Native
136906,Germany,Female,Middle school,404.51,451.33099999999996,432.1522,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
136907,Germany,Female,Integrated school,484.9743,414.7133,405.483,"ISCED 3B, C",ISCED 2,"ISCED 3B, C",Single father/mother,Native
136908,Germany,Female,Integrated school,478.9765,483.0239,531.2756,ISCED 2,ISCED 2,ISCED 2,Both parents,Second-Generation
136911,Germany,Male,Integrated school,414.6362,396.9446,447.07199999999995,ISCED 2,ISCED 2,ISCED 2,Both parents,Second-Generation
136912,Germany,Female,Integrated school,387.2955,444.897,408.84,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
136914,Germany,Male,Middle school,511.3803,364.3054,434.2969,ISCED 2,ISCED 2,ISCED 2,Both parents,Second-Generation
136915,Germany,Male,Integrated school,352.3991,322.925,365.4793,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
136918,Germany,Female,Middle school,472.1218,479.3701,432.4319,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
136920,Germany,Female,Middle school,411.4426,444.897,426.5573,ISCED 5B,ISCED 5B,ISCED 5B,Both parents,Native
136923,Germany,Female,Integrated school,390.5671,348.7061,341.8874,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Native
136925,Germany,Male,Middle school,406.4574,385.7173,424.4125,"ISCED 3A, ISCED 4","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
136926,Germany,Male,Middle school,549.4703,449.7125,504.1402,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
136927,Germany,Female,Middle school,493.231,520.3565,527.2659,ISCED 2,ISCED 2,ISCED 2,Single father/mother,Second-Generation
136929,Germany,Male,Integrated school,535.3716,466.1524,536.8706,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
136931,Germany,Male,Middle school,491.7511,487.00300000000004,521.9508,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
136934,Germany,Female,Middle school,482.0143,560.9457,496.2141,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
136935,Germany,Male,Middle school,523.6875,462.1427,558.3178,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
136936,Germany,Female,Integrated school,413.8573,472.7773,469.4517,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
136938,Germany,Female,Middle school,536.3842,612.4965,596.643,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
136939,Germany,Male,Middle school,561.7775,529.2655,564.6587,ISCED 2,ISCED 2,ISCED 2,Single father/mother,Native
136942,Germany,Female,Middle school,494.0879,539.4994,518.5006,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
136943,Germany,Female,Middle school,562.5565,564.9173,578.8325,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Native
136945,Germany,Male,Middle school,515.1192,514.0285,568.2954,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
136947,Germany,Female,Middle school,579.1478,538.9434,590.9549,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Native
136952,Germany,Female,Integrated school,526.6475,500.8165,384.875,None,None,None,Both parents,Second-Generation
136953,Germany,Male,Integrated school,567.308,481.1488,494.2559,ISCED 2,ISCED 2,ISCED 2,Both parents,Second-Generation
136956,Germany,Male,Integrated school,469.084,437.0418,429.44800000000004,None,None,None,Both parents,Second-Generation
136959,Germany,Female,Integrated school,549.3924,529.1733,510.4812,ISCED 2,None,ISCED 2,Both parents,Native
136960,Germany,Female,Integrated school,556.7923,529.9677,539.1085,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Single father/mother,Native
136965,Germany,Female,Integrated school,470.6418,421.86199999999997,404.1775,ISCED 2,ISCED 2,ISCED 2,Single father/mother,Native
136973,Germany,Male,Main school,394.6175,384.8352,500.5968,"ISCED 5A, 6",None,"ISCED 5A, 6",Both parents,Native
136978,Germany,Male,Main school,388.8534,360.0551,443.6218,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
136981,Germany,Female,Main school,498.8394,472.539,509.0824,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
136982,Germany,Male,Main school,539.1105,475.7758,580.6975,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Single father/mother,Native
136984,Germany,Male,Main school,327.3173,294.2956,334.3342,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
136985,Germany,Female,Main school,443.4569,465.8668,464.1365,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
136986,Germany,Female,Main school,445.7937,452.9196,502.0888,ISCED 2,None,ISCED 2,Both parents,Native
136989,Germany,Male,Main school,508.1866,433.6736,503.2078,ISCED 2,"ISCED 3B, C","ISCED 3B, C",Both parents,Native
136993,Germany,Female,Main school,421.6467,459.2741,489.9664,None,None,None,Both parents,First-Generation
136994,Germany,Female,Middle school,532.1779,540.2143,554.3081,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Native
136996,Germany,Male,Middle school,533.5021,510.7406,594.6848,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
136998,Germany,Female,Middle school,563.8028,565.7116,608.1126,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
136999,Germany,Male,Middle school,633.6735,612.9084,627.3219,ISCED 2,ISCED 2,ISCED 2,Both parents,Second-Generation
137000,Germany,Female,Middle school,553.4429,584.219,576.0351,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137001,Germany,Female,Middle school,484.0396,524.2486,530.2499,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",Single father/mother,Native
137004,Germany,Male,Middle school,600.0234,609.7006,659.959,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",Both parents,Native
137006,Germany,Male,Middle school,528.439,449.7125,556.3596,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Native
137007,Germany,Female,Middle school,537.5526,561.184,552.7229,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137008,Germany,Male,Middle school,591.3772,571.7686,634.7818,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137009,Germany,Female,Middle school,486.4543,515.1141,527.5457,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
137010,Germany,Male,Middle school,548.3019,578.9059,570.4401,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Second-Generation
137012,Germany,Female,Middle school,516.7549,565.4733,564.0992,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
137013,Germany,Male,Middle school,631.1809,649.5573,645.6919,ISCED 5B,"ISCED 3B, C",ISCED 5B,Both parents,Native
137017,Germany,Male,Integrated school,349.2834,319.7974,317.6427,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137018,Germany,Male,Middle school,476.1723,518.0383,511.4137,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137019,Germany,Male,Middle school,405.2111,411.2994,387.3928,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
137020,Germany,Female,Middle school,386.205,426.7073,460.7796,"ISCED 3B, C",None,"ISCED 3B, C",Single father/mother,Native
137023,Germany,Male,Integrated school,357.0728,392.6942,414.9012,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Native
137024,Germany,Female,Integrated school,346.0897,376.9041,325.1958,"ISCED 3B, C",ISCED 5B,ISCED 5B,Both parents,Native
137025,Germany,Male,Middle school,416.8173,402.7988,432.4319,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Native
137026,Germany,Female,Middle school,435.1223,435.3653,410.1455,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137027,Germany,Male,Middle school,516.0539,479.7855,510.7609,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Single father/mother,Native
137030,Germany,Female,Integrated school,245.5289,325.83,263.4651,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
137031,Germany,Male,Integrated school,347.8034,318.5945,346.64300000000003,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Other,Native
137033,Germany,Male,Middle school,447.3516,346.42199999999997,402.8721,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137035,Germany,Male,Middle school,421.8025,461.3407,439.8918,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
137036,Germany,Female,Integrated school,257.7582,351.1684,357.8329,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137038,Germany,Female,Middle school,452.4926,498.1158,521.0183,"ISCED 3B, C",ISCED 5B,ISCED 5B,Both parents,Native
137039,Germany,Female,Middle school,382.3103,403.6723,431.8724,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137044,Germany,Male,Middle school,428.6571,440.2496,500.2238,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Single father/mother,Native
137046,Germany,Male,Middle school,467.60400000000004,447.4671,472.8087,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137051,Germany,Female,Middle school,557.1039,570.4775,589.8359,ISCED 2,ISCED 5B,ISCED 5B,Both parents,Native
137054,Germany,Female,Middle school,447.1958,457.9237,488.3812,ISCED 5B,ISCED 2,ISCED 5B,Single father/mother,Native
137060,Germany,Female,Middle school,550.6387,616.4680000000001,634.7818,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Native
137062,Germany,Male,Middle school,592.1561,530.8694,554.5878,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137064,Germany,Male,Middle school,388.9313,360.85699999999997,383.6628,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137065,Germany,Female,Middle school,460.5936,488.6635,485.8635,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137066,Germany,Male,Middle school,391.6576,422.6068,457.9821,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137068,Germany,Female,Middle school,491.4395,543.3915,558.3178,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",Both parents,Native
137072,Germany,Female,Middle school,420.0109,477.5432,427.7695,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
137073,Germany,Female,Middle school,417.0509,440.0517,425.8113,None,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Second-Generation
137074,Germany,Male,Middle school,559.5965,541.856,606.9937,ISCED 5B,ISCED 5B,ISCED 5B,Both parents,Native
137075,Germany,Male,Middle school,379.9735,427.4185,432.8049,ISCED 5B,ISCED 2,ISCED 5B,Both parents,Second-Generation
137076,Germany,Male,Middle school,533.8137,507.8536,507.9634,ISCED 2,ISCED 5B,ISCED 5B,Both parents,Second-Generation
137078,Germany,Female,Middle school,544.7188,616.5475,582.2827,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",Both parents,Native
137079,Germany,Female,Middle school,376.5462,515.4318,424.226,None,"ISCED 5A, 6","ISCED 5A, 6",Single father/mother,Second-Generation
137081,Germany,Male,Middle school,521.818,463.4258,569.5076,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",Both parents,Native
137082,Germany,Male,Middle school,483.8838,478.74300000000005,554.4013,ISCED 5B,ISCED 5B,ISCED 5B,Both parents,Native
137083,Germany,Male,Middle school,473.8355,429.8243,477.4711,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Second-Generation
137084,Germany,Female,Middle school,383.4787,457.9237,479.9888,ISCED 5B,ISCED 2,ISCED 5B,Both parents,Second-Generation
137085,Germany,Female,Middle school,521.1949,511.9368,548.0604,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
137086,Germany,Male,Middle school,612.4085,574.9764,654.364,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Native
137088,Germany,Female,Special school,392.3586,433.0618,463.204,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
137090,Germany,Male,Special school,308.2334,308.7306,395.1324,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
137092,Germany,Female,High school,623.3915,615.7531,602.7975,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Single father/mother,Native
137093,Germany,Female,High school,698.3253,637.4378,679.5412,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137094,Germany,Female,High school,583.6657,580.0092,596.27,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137095,Germany,Male,High school,666.0773,604.8889,653.4316,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137096,Germany,Male,High school,641.2292,594.1429,608.3924,ISCED 2,"ISCED 3B, C","ISCED 3B, C",Both parents,Second-Generation
137097,Germany,Female,High school,520.5717,547.4425,557.6651,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
137098,Germany,Male,High school,620.3536,601.2,613.5211,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
137099,Germany,Female,High school,660.3910000000001,644.3483,681.7792,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",Both parents,Native
137100,Germany,Female,High school,604.697,568.0945,585.6397,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
137103,Germany,Female,High school,452.1031,505.9001,510.9474,ISCED 5B,ISCED 5B,ISCED 5B,Both parents,Native
137104,Germany,Female,High school,594.9603,575.2433,583.868,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137105,Germany,Female,High school,685.0055,720.4432,708.3551,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
137107,Germany,Male,High school,692.4054,632.6362,650.6341,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",Both parents,Native
137108,Germany,Female,High school,648.3175,626.0792,585.0802,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",Single father/mother,Native
137109,Germany,Male,High school,637.6461,627.8245,657.2548,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Native
137110,Germany,Male,High school,574.2405,524.3736,572.0254,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137112,Germany,Female,High school,543.9399,546.6482,571.6524,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",Both parents,Native
137114,Germany,Female,High school,506.2393,533.0655,531.2756,ISCED 5B,ISCED 2,ISCED 5B,Both parents,Native
137115,Germany,Female,High school,622.5347,595.1011,609.6046,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
137116,Germany,Female,Integrated school,631.6482,598.9932,648.7691,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137117,Germany,Female,Integrated school,369.4579,416.3813,417.2324,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Native
137119,Germany,Female,Integrated school,428.8129,491.2848,478.1238,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Native
137121,Germany,Male,Integrated school,450.3895,424.2107,431.4994,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
137123,Germany,Male,Integrated school,493.231,497.9094,520.7385,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137128,Germany,Male,Integrated school,423.594,414.5873,432.8049,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",Both parents,Native
137129,Germany,Female,Integrated school,458.3346,536.1633,510.6677,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Single father/mother,Native
137131,Germany,Male,Integrated school,505.8498,462.4635,497.8926,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137132,Germany,Male,Integrated school,639.905,607.2948,689.7986,ISCED 2,ISCED 5B,ISCED 5B,Both parents,Native
137133,Germany,Male,Integrated school,469.9408,452.2788,489.5934,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Single father/mother,Native
137134,Germany,Female,Integrated school,392.82599999999996,439.4163,421.8948,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Native
137135,Germany,Male,Integrated school,582.1857,541.9362,591.7941,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
137136,Germany,Male,Integrated school,548.6914,520.2837,548.8997,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Native
137137,Germany,Male,Integrated school,447.1958,458.9349,502.3685,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137150,Germany,Male,Main school,487.9343,485.8001,513.4651,ISCED 5B,ISCED 2,ISCED 5B,Both parents,First-Generation
137151,Germany,Male,Main school,413.1563,406.4075,382.9168,ISCED 5B,ISCED 2,ISCED 5B,Both parents,Native
137152,Germany,Male,Main school,548.7693,516.675,547.1279,ISCED 5B,ISCED 5B,ISCED 5B,Single father/mother,Native
137154,Germany,Female,Main school,310.9597,345.6083,284.8191,None,None,None,Other,First-Generation
137159,Germany,Male,Main school,341.6498,328.699,354.1962,ISCED 2,None,ISCED 2,Both parents,Second-Generation
137160,Germany,Male,Main school,381.6093,351.9554,366.2253,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Second-Generation
137163,Germany,Male,Integrated school,519.0139,501.1974,499.2913,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Native
137166,Germany,Female,Integrated school,488.5574,498.1952,475.1399,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
137167,Germany,Female,Middle school,558.7397,534.7335,501.1563,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Second-Generation
137168,Germany,Male,Integrated school,448.0527,359.9749,425.6248,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137174,Germany,Male,Integrated school,498.6836,513.1464,477.8441,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",Both parents,Native
137175,Germany,Male,Integrated school,514.0287,473.0491,542.4655,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",Both parents,Native
137178,Germany,Male,Integrated school,530.62,455.4865,507.031,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137180,Germany,Female,Integrated school,400.6154,448.94800000000004,426.5573,ISCED 5B,ISCED 5B,ISCED 5B,Both parents,Second-Generation
137181,Germany,Male,Integrated school,435.8233,384.35400000000004,447.3517,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
137183,Germany,Male,Integrated school,533.9695,507.0516,524.7482,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
137184,Germany,Male,Middle school,509.8224,436.4804,432.4319,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137185,Germany,Male,Middle school,508.1866,497.7491,505.3525,ISCED 2,ISCED 2,ISCED 2,Single father/mother,Native
137186,Germany,Male,Middle school,603.9959,593.9825,606.0612,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137189,Germany,Male,Middle school,625.0273,529.9071,562.887,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",Both parents,Native
137191,Germany,Female,Middle school,595.194,636.6435,631.0518,ISCED 2,"ISCED 3B, C","ISCED 3B, C",Both parents,Native
137192,Germany,Male,Middle school,598.4655,561.3433,594.0321,ISCED 5B,ISCED 2,ISCED 5B,Both parents,Native
137193,Germany,Female,Middle school,411.5984,471.0298,446.32599999999996,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Single father/mother,Native
137195,Germany,Female,Middle school,625.3388,635.6109,611.8426,ISCED 2,ISCED 2,ISCED 2,Single father/mother,Native
137196,Germany,Female,Middle school,474.5365,507.727,507.7769,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
137197,Germany,Female,Middle school,465.2672,499.2279,512.6259,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
137198,Germany,Male,Middle school,650.8101,576.0189,616.132,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137199,Germany,Male,Middle school,475.3934,485.3991,517.2883,"ISCED 3B, C",ISCED 2,"ISCED 3B, C",Both parents,Native
137200,Germany,Female,Middle school,472.9787,487.7898,474.1141,ISCED 5B,ISCED 5B,ISCED 5B,Both parents,Native
137201,Germany,Male,Middle school,493.9321,449.3116,455.7441,ISCED 2,ISCED 5B,ISCED 5B,Single father/mother,Native
137202,Germany,Female,Middle school,524.8559,511.6985,502.7415,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",Both parents,Native
137203,Germany,Male,Middle school,485.208,505.1269,507.031,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137204,Germany,Male,Middle school,533.0347,485.9605,519.433,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
137205,Germany,Male,Middle school,461.3725,453.0807,434.5767,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137206,Germany,Male,Middle school,527.8159,473.8511,495.0019,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137208,Germany,Male,Middle school,576.11,571.6884,583.5882,ISCED 2,"ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137209,Germany,Female,High school,472.9787,565.7116,500.31699999999995,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",Both parents,Second-Generation
137210,Germany,Female,High school,640.606,668.7336,666.6729,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Single father/mother,Native
137213,Germany,Male,High school,565.9838,527.5814,580.7907,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Second-Generation
137214,Germany,Male,High school,575.9542,549.0735,611.6561,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
137215,Germany,Male,High school,631.9598,680.0312,699.7762,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137216,Germany,Female,High school,576.5773,609.3987,597.2958,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Single father/mother,Second-Generation
137217,Germany,Female,High school,537.7084,591.3678,590.0224,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
137218,Germany,Male,High school,564.5817,562.9472,612.7751,"ISCED 3A, ISCED 4",ISCED 5B,ISCED 5B,Both parents,Native
137220,Germany,Female,High school,493.5426,542.5972,570.5334,"ISCED 3B, C",None,"ISCED 3B, C",Single father/mother,Second-Generation
137221,Germany,Female,High school,386.4387,403.9106,423.10699999999997,ISCED 2,None,ISCED 2,Both parents,Second-Generation
